Transaction_ID,Transacton_Amt (USD),Merchant Category,Card Type,Authentication Method,Transaction Mode,Device Type,Is Foreign Transaction,Hours Since Last Transaction,Transactions Count (last 24hrs),Distance from home (Km),Card Age (Months),Customer Age,Customer Age Group,Account Balance (USD),New Merchant,VPN Used,IP Country Mismatch,Billing & Shipping Mismatch,CVV Retry Count,Velocity Score,Time of Day,Day of Week,AI Scam Attempt,Merchant Risk Score,Merchant Risk Level,Previous Disputes,Fraud Status
117,21.6,Restaurants,Visa,3D Secure,Contactless,POS Terminal,No,6-12 Hours,4,6.16,2–5 Years,29,26-35,4205.33,No,No,No,No,0,34.8,Early Morning (12 AM - 6 AM),Wednesday,No,28.9,Low,1,Genuine
118,120.13,Utilities,Mastercard,3D Secure,POS,POS Terminal,No,12-24 Hours,4,126.63,2–5 Years,62,61+,14617.05,Yes,No,No,No,0,4,Morning (6 AM - 12 PM),Wednesday,No,33.5,Low,0,Genuine
119,21.06,Online Retail,Visa,No Authentication,Online,Android Phone,No,1-6 Hours,3,40.15,2–5 Years,60,46-60,460.75,No,No,No,No,0,24.9,Evening (5 PM - 9 PM),Sunday,No,17.2,Very Low,0,Genuine
120,206.47,Restaurants,Mastercard,PIN,Contactless,Windows PC,No,12-24 Hours,2,10.45,5+ Years,33,26-35,1832.74,No,No,No,No,1,10.9,Morning (6 AM - 12 PM),Wednesday,No,32.8,Low,0,Genuine
121,226.21,Electronics,Mastercard,3D Secure,In-App,POS Terminal,Yes,1-2 Days,7,7.69,2–5 Years,47,46-60,1178.36,No,No,No,No,1,28.4,Morning (6 AM - 12 PM),Thursday,No,43.8,Medium,1,Genuine
122,341.36,Restaurants,RuPay,3D Secure,POS,iPhone,No,6-12 Hours,2,25.38,2–5 Years,50,46-60,5145.03,No,Yes,No,No,0,11.2,Morning (6 AM - 12 PM),Sunday,No,22.7,Low,0,Genuine
123,221.29,Electronics,Visa,No Authentication,Online,Windows PC,No,Within 1 Hour,1,69.06,2–5 Years,31,26-35,655.79,Yes,No,No,No,0,8.3,Early Morning (12 AM - 6 AM),Wednesday,No,53.1,Medium,1,Genuine
124,32.76,Online Retail,Visa,OTP,Contactless,POS Terminal,No,12-24 Hours,2,36.31,2–5 Years,63,61+,589.14,No,No,No,No,2,9.7,Morning (6 AM - 12 PM),Wednesday,No,35.3,Low,1,Genuine
125,116.49,Healthcare,Visa,3D Secure,POS,Tablet,No,1-6 Hours,1,13.08,2–5 Years,59,46-60,2454.91,No,No,No,No,0,20,Afternoon (12 PM - 5 PM),Saturday,No,26.6,Low,0,Genuine
126,44.24,Online Retail,Visa,OTP,Online,Mac,No,6-12 Hours,5,17.09,2–5 Years,53,46-60,4162.96,No,No,No,No,0,24.5,Afternoon (12 PM - 5 PM),Friday,No,20.9,Low,1,Genuine
127,57.68,Restaurants,Mastercard,Biometric,In-App,Android Phone,No,1-6 Hours,2,6.75,2–5 Years,21,18-25,475.32,No,No,Yes,No,1,20.7,Morning (6 AM - 12 PM),Friday,No,25.1,Low,0,Genuine
128,317.44,Restaurants,Amex,OTP,POS,ATM Machine,No,6-12 Hours,3,33.14,2–5 Years,18,18-25,1983.89,Yes,No,No,No,0,20.5,Afternoon (12 PM - 5 PM),Tuesday,No,47.6,Medium,0,Genuine
129,535.62,Travel,Mastercard,PIN,Contactless,Android Phone,No,12-24 Hours,8,6.14,2–5 Years,60,46-60,1045.52,No,No,No,No,0,53,Afternoon (12 PM - 5 PM),Thursday,No,50.9,Medium,0,Genuine
130,104.75,Groceries,Mastercard,OTP,Contactless,Android Phone,No,Within 1 Hour,1,2.02,2–5 Years,28,26-35,7344.92,No,No,No,No,0,15.1,Morning (6 AM - 12 PM),Saturday,No,19.4,Very Low,1,Genuine
131,31.58,Utilities,Discover,PIN,Online,iPhone,Yes,1-2 Days,4,100.15,2–5 Years,52,46-60,1381.56,No,No,No,No,0,21.3,Evening (5 PM - 9 PM),Sunday,No,35.6,Low,0,Genuine
132,124.26,Crypto Exchange,Mastercard,PIN,Contactless,Windows PC,No,6-12 Hours,3,9.61,5+ Years,36,36-45,3581.44,No,No,No,No,0,14.7,Early Morning (12 AM - 6 AM),Monday,No,80.7,Very High,0,Genuine
133,26.72,Online Retail,Mastercard,No Authentication,POS,POS Terminal,No,1-6 Hours,7,45.56,2–5 Years,19,18-25,843.17,No,No,No,No,0,21.6,Evening (5 PM - 9 PM),Thursday,No,61.3,High,0,Genuine
134,767.02,Electronics,RuPay,3D Secure,Contactless,Mac,No,1-6 Hours,1,29,2–5 Years,64,61+,1186.46,No,No,No,No,0,10.9,Morning (6 AM - 12 PM),Thursday,No,30.4,Low,1,Genuine
135,149.5,Fuel,Visa,3D Secure,Online,ATM Machine,No,12-24 Hours,4,12.32,2–5 Years,22,18-25,707.62,No,No,No,No,0,20.9,Evening (5 PM - 9 PM),Sunday,No,39.5,Low,0,Genuine
136,81.27,Fuel,Mastercard,PIN,Online,iPhone,Yes,12-24 Hours,4,27.03,2–5 Years,23,18-25,1544.23,No,No,No,No,0,14.1,Evening (5 PM - 9 PM),Thursday,No,23.1,Low,1,Genuine
137,272.55,Electronics,Mastercard,Biometric,In-App,POS Terminal,No,1-6 Hours,4,82.43,2–5 Years,74,61+,6990.6,Yes,No,No,No,0,11.9,Afternoon (12 PM - 5 PM),Friday,No,62,High,0,Genuine
138,8.61,Groceries,Amex,No Authentication,Online,POS Terminal,No,1-6 Hours,5,14.74,2–5 Years,49,46-60,3767.67,No,No,No,No,0,17.4,Evening (5 PM - 9 PM),Wednesday,No,18.6,Very Low,0,Genuine
139,23.34,Electronics,Visa,Biometric,Online,Mac,Yes,6-12 Hours,4,1.45,2–5 Years,36,36-45,2081.3,No,No,No,No,0,17.8,Afternoon (12 PM - 5 PM),Wednesday,No,40.9,Medium,0,Genuine
140,10.92,Utilities,Mastercard,PIN,Online,POS Terminal,No,1-6 Hours,3,5.71,2–5 Years,31,26-35,1427.22,No,No,No,No,0,14,Morning (6 AM - 12 PM),Monday,No,22.1,Low,0,Genuine
141,72.86,Restaurants,Mastercard,OTP,In-App,iPhone,No,1-6 Hours,2,16.04,2–5 Years,51,46-60,2837.38,Yes,No,No,No,0,20.6,Early Morning (12 AM - 6 AM),Sunday,No,28.6,Low,0,Genuine
142,85.13,Groceries,Visa,OTP,POS,iPhone,No,6-12 Hours,2,25.14,2–5 Years,24,18-25,3870.85,No,No,No,No,0,7.2,Afternoon (12 PM - 5 PM),Saturday,No,41.8,Medium,0,Genuine
143,126.76,Gaming,Visa,OTP,Contactless,iPhone,No,6-12 Hours,1,13.28,2–5 Years,29,26-35,6717.87,No,No,No,No,0,5.2,Evening (5 PM - 9 PM),Wednesday,No,49.9,Medium,0,Genuine
144,15.52,Groceries,Visa,OTP,In-App,iPhone,No,1-6 Hours,2,5.67,2–5 Years,40,36-45,1377.03,No,No,No,No,0,7,Early Morning (12 AM - 6 AM),Tuesday,No,36.2,Low,0,Genuine
145,122.48,Electronics,Discover,OTP,In-App,iPhone,No,1-6 Hours,4,15.35,2–5 Years,53,46-60,1230.02,Yes,No,No,No,0,31.8,Afternoon (12 PM - 5 PM),Thursday,No,56,Medium,1,Genuine
146,46.75,Gaming,Visa,3D Secure,Contactless,iPhone,No,1-6 Hours,2,11.49,2–5 Years,58,46-60,1407.05,No,No,No,No,0,19.9,Early Morning (12 AM - 6 AM),Thursday,No,43.1,Medium,0,Genuine
147,15.92,Online Retail,Visa,PIN,Contactless,Smart Watch,No,1-6 Hours,4,5.91,2–5 Years,72,61+,2105.81,Yes,No,No,No,0,19.4,Morning (6 AM - 12 PM),Friday,No,19.9,Very Low,0,Genuine
148,121.82,Gaming,Visa,3D Secure,POS,Windows PC,No,6-12 Hours,4,16.49,5+ Years,26,26-35,9314.58,No,Yes,No,No,0,13.2,Early Morning (12 AM - 6 AM),Friday,No,41.3,Medium,0,Genuine
149,18.34,Online Retail,Visa,3D Secure,Online,Android Phone,No,6-12 Hours,2,68.23,2–5 Years,81,61+,1432.03,Yes,No,Yes,Yes,0,17.8,Early Morning (12 AM - 6 AM),Monday,No,18.6,Very Low,1,Fraud
150,39.77,Online Retail,Visa,3D Secure,POS,Mac,No,1-6 Hours,5,10.91,2–5 Years,50,46-60,507.95,Yes,No,No,No,0,20.3,Night (9 PM - 12 AM),Sunday,No,33.2,Low,0,Genuine
151,7.76,Groceries,RuPay,No Authentication,Online,Android Phone,Yes,12-24 Hours,0,2.18,2–5 Years,42,36-45,3315.01,Yes,No,No,No,0,3.6,Afternoon (12 PM - 5 PM),Saturday,No,28.4,Low,0,Genuine
152,42.33,Online Retail,Visa,Biometric,In-App,POS Terminal,No,6-12 Hours,2,23.14,2–5 Years,38,36-45,3957.18,Yes,No,No,No,0,13.3,Evening (5 PM - 9 PM),Tuesday,No,22.6,Low,0,Genuine
153,111.63,Online Retail,Mastercard,No Authentication,In-App,Android Phone,No,1-6 Hours,4,50.62,2–5 Years,42,36-45,1530.93,No,No,No,No,0,24.2,Early Morning (12 AM - 6 AM),Saturday,No,26.9,Low,0,Genuine
154,68.81,Utilities,Visa,OTP,Contactless,POS Terminal,No,1-6 Hours,2,2.57,2–5 Years,73,61+,13040.92,No,No,No,No,0,28.9,Night (9 PM - 12 AM),Monday,No,40.5,Medium,0,Genuine
155,59.68,Online Retail,Mastercard,3D Secure,POS,iPhone,No,12-24 Hours,2,93.57,2–5 Years,18,18-25,2135.2,No,No,No,No,0,0.1,Early Morning (12 AM - 6 AM),Saturday,No,44.5,Medium,0,Genuine
156,157.46,Groceries,Visa,3D Secure,Contactless,ATM Machine,No,12-24 Hours,3,88.89,5+ Years,45,36-45,1250.13,No,No,No,No,0,11.7,Morning (6 AM - 12 PM),Tuesday,No,12.3,Very Low,0,Genuine
157,243.5,Groceries,Amex,PIN,POS,Android Phone,No,6-12 Hours,0,12.57,2–5 Years,36,36-45,3612.59,No,No,Yes,No,0,2.2,Morning (6 AM - 12 PM),Thursday,No,8.8,Very Low,0,Genuine
158,37.91,Restaurants,Mastercard,PIN,Contactless,ATM Machine,No,1-6 Hours,2,10.8,2–5 Years,23,18-25,1097,Yes,Yes,No,No,0,8,Early Morning (12 AM - 6 AM),Saturday,No,17.1,Very Low,0,Genuine
159,20.83,Gaming,Visa,3D Secure,Online,iPhone,No,12-24 Hours,4,6.6,2–5 Years,57,46-60,26224.03,No,No,No,No,0,18.3,Night (9 PM - 12 AM),Tuesday,No,73.5,High,0,Genuine
160,10.44,Groceries,Amex,3D Secure,Contactless,Android Phone,No,1-6 Hours,2,7.69,2–5 Years,43,36-45,2039.48,No,No,No,No,0,12.8,Afternoon (12 PM - 5 PM),Thursday,No,58.2,Medium,0,Genuine
161,20.96,Fuel,Mastercard,3D Secure,In-App,Android Phone,No,6-12 Hours,6,41.68,2–5 Years,53,46-60,1345.38,No,No,No,No,0,23.6,Evening (5 PM - 9 PM),Friday,No,38,Low,1,Genuine
162,115.91,Groceries,Mastercard,PIN,Contactless,Tablet,No,12-24 Hours,2,9.95,2–5 Years,32,26-35,3677.6,No,No,No,No,1,0,Morning (6 AM - 12 PM),Sunday,No,19.6,Very Low,0,Genuine
163,153.7,Utilities,Visa,OTP,Contactless,POS Terminal,No,1-6 Hours,4,1.18,2–5 Years,66,61+,1715.57,No,No,No,No,1,20.4,Morning (6 AM - 12 PM),Sunday,No,31.3,Low,1,Genuine
164,138.27,Healthcare,Amex,3D Secure,POS,iPhone,No,6-12 Hours,5,20.48,2–5 Years,80,61+,389.93,No,No,No,No,0,26,Afternoon (12 PM - 5 PM),Wednesday,No,17.5,Very Low,0,Genuine
165,65.49,Restaurants,Visa,Biometric,Online,Windows PC,No,12-24 Hours,4,21.14,2–5 Years,37,36-45,406.78,No,Yes,No,No,0,28,Evening (5 PM - 9 PM),Wednesday,No,34,Low,1,Genuine
166,35.91,Utilities,Visa,OTP,POS,Windows PC,No,6-12 Hours,2,19.42,2–5 Years,69,61+,1804.02,No,No,No,No,0,3.6,Night (9 PM - 12 AM),Friday,No,47.3,Medium,0,Genuine
167,24.73,Restaurants,Discover,3D Secure,POS,Android Phone,No,1-6 Hours,2,0.93,2–5 Years,29,26-35,2149.41,No,No,No,No,1,30.8,Afternoon (12 PM - 5 PM),Monday,No,38.3,Low,0,Genuine
168,51.99,Online Retail,Visa,No Authentication,Online,POS Terminal,No,1-6 Hours,3,9.6,2–5 Years,51,46-60,1794.5,No,No,No,No,0,10.5,Morning (6 AM - 12 PM),Thursday,No,35,Low,0,Genuine
169,60.7,Utilities,Visa,Biometric,Contactless,iPhone,No,12-24 Hours,6,18.63,2–5 Years,18,18-25,621.83,No,Yes,No,No,0,36.4,Early Morning (12 AM - 6 AM),Sunday,No,27.3,Low,0,Genuine
170,13.89,Utilities,Mastercard,No Authentication,In-App,Windows PC,No,1-6 Hours,6,28.24,2–5 Years,43,36-45,167.91,No,No,No,No,1,32.6,Afternoon (12 PM - 5 PM),Sunday,No,16.9,Very Low,0,Genuine
171,9.98,Gaming,Visa,3D Secure,In-App,POS Terminal,No,1-6 Hours,5,16.61,5+ Years,68,61+,2202.8,No,No,No,No,1,29.4,Night (9 PM - 12 AM),Tuesday,No,47.6,Medium,0,Genuine
172,1.6,Streaming,Visa,Biometric,Online,iPhone,No,6-12 Hours,2,6.64,2–5 Years,63,61+,1149.6,Yes,No,No,No,0,0.6,Evening (5 PM - 9 PM),Friday,No,28.7,Low,0,Genuine
173,74.51,Online Retail,Mastercard,No Authentication,Contactless,Android Phone,No,1-6 Hours,1,30.63,2–5 Years,27,26-35,5061.68,No,No,No,No,0,15,Morning (6 AM - 12 PM),Monday,No,32.7,Low,1,Genuine
174,134.08,Fuel,Discover,PIN,Online,POS Terminal,No,12-24 Hours,1,15.56,2–5 Years,75,61+,8560.81,No,No,No,No,1,4.7,Night (9 PM - 12 AM),Wednesday,No,34.9,Low,1,Genuine
175,113.24,Utilities,RuPay,3D Secure,Online,POS Terminal,No,1-6 Hours,6,22.36,2–5 Years,43,36-45,6093.03,Yes,Yes,No,No,0,34.4,Evening (5 PM - 9 PM),Tuesday,No,29.1,Low,0,Genuine
176,217.63,Online Retail,Visa,3D Secure,Online,Android Phone,No,6-12 Hours,1,68.54,2–5 Years,56,46-60,652.19,No,No,No,No,1,0,Morning (6 AM - 12 PM),Saturday,No,32.2,Low,0,Genuine
177,75.02,Restaurants,Amex,OTP,Contactless,Windows PC,No,1-6 Hours,4,12.71,2–5 Years,49,46-60,1458.82,No,No,No,No,0,17,Evening (5 PM - 9 PM),Saturday,No,46.8,Medium,1,Genuine
178,61.59,Online Retail,Visa,Biometric,In-App,Android Phone,No,6-12 Hours,0,9.44,2–5 Years,65,61+,1415.32,Yes,No,No,No,0,0,Early Morning (12 AM - 6 AM),Thursday,No,31.9,Low,0,Genuine
179,14.17,Fuel,Amex,3D Secure,Contactless,Windows PC,No,1-2 Days,4,17.57,2–5 Years,34,26-35,5410.52,No,No,No,No,0,19.4,Early Morning (12 AM - 6 AM),Thursday,No,50,Medium,0,Genuine
180,55.94,Utilities,Visa,3D Secure,Contactless,Mac,No,6-12 Hours,3,68.78,2–5 Years,66,61+,1013.69,No,No,No,No,0,23.5,Morning (6 AM - 12 PM),Friday,No,39.3,Low,0,Genuine
181,21.13,Fuel,Mastercard,PIN,Online,Tablet,No,12-24 Hours,1,24.67,2–5 Years,30,26-35,1435.04,No,No,No,No,1,9.4,Early Morning (12 AM - 6 AM),Wednesday,No,15.7,Very Low,0,Genuine
182,40.13,Utilities,Mastercard,Biometric,POS,Android Phone,No,1-6 Hours,1,5.37,2–5 Years,37,36-45,1746.49,Yes,No,No,No,0,0.6,Night (9 PM - 12 AM),Thursday,No,12,Very Low,0,Genuine
183,96.23,Crypto Exchange,Amex,Biometric,ATM,Android Phone,No,1-2 Days,5,5.99,2–5 Years,46,46-60,2397.96,No,No,No,No,1,29.9,Evening (5 PM - 9 PM),Tuesday,No,61,High,0,Genuine
184,9.9,Gaming,Discover,No Authentication,POS,iPhone,No,6-12 Hours,0,59.31,2–5 Years,77,61+,3567.12,No,No,No,No,0,16.3,Early Morning (12 AM - 6 AM),Tuesday,No,30,Low,0,Genuine
185,18.77,Healthcare,Visa,3D Secure,In-App,Tablet,No,12-24 Hours,7,13.06,2–5 Years,78,61+,637.65,No,No,No,No,0,43,Morning (6 AM - 12 PM),Thursday,No,50.8,Medium,0,Genuine
186,45.09,Restaurants,Mastercard,3D Secure,In-App,iPhone,No,1-6 Hours,4,3.95,2–5 Years,44,36-45,476.58,No,Yes,No,No,0,22.6,Afternoon (12 PM - 5 PM),Sunday,No,22.7,Low,0,Genuine
187,23.99,Fuel,Mastercard,3D Secure,POS,POS Terminal,No,12-24 Hours,6,31.19,2–5 Years,76,61+,1179.83,No,No,No,No,0,28.6,Early Morning (12 AM - 6 AM),Tuesday,No,32.8,Low,0,Genuine
188,9.17,Groceries,Visa,3D Secure,Contactless,iPhone,No,12-24 Hours,1,43.75,2–5 Years,45,36-45,431.59,No,No,No,No,0,0,Night (9 PM - 12 AM),Saturday,No,14.3,Very Low,0,Genuine
189,114.29,Gift Cards,Mastercard,No Authentication,Online,Mac,No,1-2 Days,3,6.9,2–5 Years,64,61+,4341.84,No,No,No,No,0,16.8,Night (9 PM - 12 AM),Saturday,No,66.8,High,0,Genuine
190,78.93,Restaurants,Visa,3D Secure,In-App,POS Terminal,No,12-24 Hours,5,1.21,2–5 Years,62,61+,573.64,No,Yes,No,No,0,29.3,Evening (5 PM - 9 PM),Saturday,No,36.5,Low,0,Genuine
191,42.41,Groceries,Visa,PIN,Online,Android Phone,No,1-6 Hours,1,8.49,2–5 Years,46,46-60,1245.07,Yes,No,No,Yes,0,15.2,Morning (6 AM - 12 PM),Sunday,No,30.2,Low,0,Genuine
192,10.95,Fuel,Mastercard,PIN,POS,Windows PC,No,1-6 Hours,2,6.92,2–5 Years,69,61+,5046.61,No,Yes,No,No,1,33.6,Afternoon (12 PM - 5 PM),Friday,No,44.1,Medium,0,Genuine
193,312.89,Electronics,Mastercard,No Authentication,Online,Windows PC,No,1-6 Hours,5,52.55,2–5 Years,27,26-35,5637.59,No,Yes,No,No,0,28.6,Morning (6 AM - 12 PM),Monday,No,58.3,Medium,0,Genuine
194,31.68,Online Retail,Mastercard,3D Secure,Online,POS Terminal,No,1-2 Days,4,98.39,2–5 Years,71,61+,1003.68,No,No,No,No,0,18.3,Early Morning (12 AM - 6 AM),Saturday,No,43.3,Medium,0,Genuine
195,292.26,Travel,Mastercard,Biometric,POS,ATM Machine,No,Within 1 Hour,2,30.51,2–5 Years,40,36-45,2028.17,No,No,No,No,1,2.8,Afternoon (12 PM - 5 PM),Saturday,No,40.9,Medium,0,Genuine
196,77.23,Utilities,Mastercard,3D Secure,Contactless,Android Phone,No,6-12 Hours,3,24.65,2–5 Years,19,18-25,5371.46,No,Yes,No,No,2,8.5,Morning (6 AM - 12 PM),Friday,No,12.9,Very Low,0,Genuine
197,14.19,Groceries,RuPay,PIN,Online,ATM Machine,No,1-6 Hours,2,3.24,2–5 Years,51,46-60,2656.18,No,No,No,No,1,11,Morning (6 AM - 12 PM),Saturday,No,48.4,Medium,0,Genuine
198,14.09,Gift Cards,Visa,Biometric,Online,Tablet,No,6-12 Hours,4,56.7,2–5 Years,53,46-60,3014.24,No,No,No,No,0,21,Evening (5 PM - 9 PM),Sunday,No,68.7,High,0,Genuine
199,25.73,Online Retail,Visa,PIN,Online,Mac,No,1-6 Hours,4,13.42,2–5 Years,38,36-45,3637.48,No,No,No,No,0,33.6,Early Morning (12 AM - 6 AM),Wednesday,No,31.4,Low,0,Genuine
200,23.63,Streaming,Visa,Biometric,In-App,Android Phone,No,6-12 Hours,2,14.01,2–5 Years,22,18-25,1331.43,Yes,No,No,No,1,4.4,Night (9 PM - 12 AM),Wednesday,No,52.3,Medium,0,Genuine
201,12.07,Groceries,Amex,OTP,Contactless,iPhone,No,6-12 Hours,7,64.71,2–5 Years,74,61+,8744.99,No,No,No,No,0,24.6,Night (9 PM - 12 AM),Thursday,No,29.5,Low,1,Genuine
202,72.59,Groceries,Mastercard,PIN,Contactless,Windows PC,No,12-24 Hours,2,56.64,2–5 Years,66,61+,2055.98,No,No,No,No,0,11.2,Early Morning (12 AM - 6 AM),Friday,No,25.2,Low,0,Genuine
203,107.58,Groceries,Visa,Biometric,Online,iPhone,No,6-12 Hours,3,5.26,2–5 Years,25,18-25,2745.53,No,No,No,No,1,23.1,Morning (6 AM - 12 PM),Wednesday,No,28.1,Low,0,Genuine
204,35.59,Utilities,Mastercard,PIN,In-App,Android Phone,No,12-24 Hours,2,8.13,2–5 Years,30,26-35,2789.93,No,No,No,No,0,9.1,Evening (5 PM - 9 PM),Thursday,No,53.9,Medium,2,Genuine
205,124.08,Groceries,Amex,3D Secure,POS,Mac,No,1-6 Hours,3,20.71,2–5 Years,43,36-45,2490.05,No,No,No,No,0,17.4,Morning (6 AM - 12 PM),Thursday,No,38.8,Low,0,Genuine
206,217.24,Electronics,Amex,OTP,Online,Tablet,No,1-6 Hours,4,18.8,2–5 Years,38,36-45,2513.5,No,No,No,No,0,38.9,Night (9 PM - 12 AM),Friday,No,67,High,0,Genuine
207,19.21,Restaurants,Visa,PIN,POS,POS Terminal,No,12-24 Hours,3,24.66,2–5 Years,23,18-25,6152.13,No,No,No,No,0,8.3,Early Morning (12 AM - 6 AM),Wednesday,No,48.4,Medium,0,Genuine
208,31.5,Healthcare,Visa,3D Secure,Contactless,POS Terminal,No,Within 1 Hour,2,40.01,2–5 Years,61,61+,3286.44,No,No,No,No,0,25.1,Early Morning (12 AM - 6 AM),Sunday,No,27.4,Low,1,Genuine
209,157.6,Online Retail,RuPay,PIN,In-App,Android Phone,No,1-6 Hours,1,14.31,2–5 Years,62,61+,863.96,Yes,No,No,No,0,7.2,Afternoon (12 PM - 5 PM),Saturday,No,21.2,Low,0,Genuine
210,16.24,Restaurants,RuPay,3D Secure,POS,POS Terminal,No,12-24 Hours,3,4.66,2–5 Years,81,61+,1207,Yes,No,No,No,2,7.5,Evening (5 PM - 9 PM),Monday,No,16.1,Very Low,1,Genuine
211,12.19,Restaurants,Visa,3D Secure,POS,iPhone,No,1-2 Days,3,2.24,2–5 Years,80,61+,2720.77,No,No,No,No,0,22.8,Evening (5 PM - 9 PM),Monday,No,36.6,Low,0,Genuine
212,12.89,Streaming,Mastercard,PIN,POS,POS Terminal,No,1-6 Hours,4,1.17,2–5 Years,27,26-35,1213.66,No,No,No,No,0,21.1,Afternoon (12 PM - 5 PM),Thursday,No,14.5,Very Low,2,Genuine
213,20.83,Fuel,Visa,PIN,Online,Mac,Yes,1-6 Hours,5,31.84,5+ Years,74,61+,5189.67,No,No,No,No,0,21.1,Night (9 PM - 12 AM),Sunday,No,35.3,Low,1,Genuine
214,8.54,Utilities,Visa,PIN,Online,Smart Watch,No,Within 1 Hour,1,0.49,2–5 Years,81,61+,1130.26,No,No,No,No,0,19.5,Early Morning (12 AM - 6 AM),Saturday,No,32.9,Low,1,Genuine
215,18.94,Fuel,Visa,PIN,In-App,iPhone,Yes,1-6 Hours,2,4.19,2–5 Years,58,46-60,3736.68,No,No,No,No,1,25.1,Morning (6 AM - 12 PM),Tuesday,No,13.2,Very Low,0,Genuine
216,140.93,Crypto Exchange,Visa,PIN,In-App,Smart Watch,No,6-12 Hours,3,46.18,2–5 Years,42,36-45,2537.23,Yes,No,No,No,0,18.3,Morning (6 AM - 12 PM),Friday,No,85.7,Very High,1,Genuine
217,90.36,Restaurants,Visa,PIN,Online,POS Terminal,Yes,1-6 Hours,1,6.65,2–5 Years,47,46-60,843.5,Yes,No,No,No,1,16.8,Evening (5 PM - 9 PM),Tuesday,No,32.3,Low,0,Genuine
218,10.91,Healthcare,RuPay,3D Secure,Online,Android Phone,No,1-6 Hours,3,13.27,2–5 Years,74,61+,1824.7,No,No,No,No,0,14.8,Early Morning (12 AM - 6 AM),Sunday,No,37.4,Low,0,Genuine
219,55.99,Electronics,Mastercard,PIN,Contactless,POS Terminal,No,1-6 Hours,6,9.08,2–5 Years,42,36-45,9638.36,No,No,No,No,0,30.4,Morning (6 AM - 12 PM),Wednesday,No,56.2,Medium,0,Genuine
220,113.83,Electronics,Visa,OTP,POS,Android Phone,No,1-6 Hours,2,5.44,2–5 Years,24,18-25,2755.7,Yes,No,No,No,0,27.6,Evening (5 PM - 9 PM),Tuesday,No,70.3,High,0,Genuine
221,103.64,Streaming,Mastercard,OTP,Contactless,Android Phone,Yes,6-12 Hours,3,4.42,2–5 Years,59,46-60,1404.5,No,No,No,No,0,6,Early Morning (12 AM - 6 AM),Saturday,No,38.3,Low,0,Genuine
222,6.97,Restaurants,Mastercard,3D Secure,Contactless,POS Terminal,Yes,12-24 Hours,1,20.72,2–5 Years,75,61+,1862.07,No,No,No,No,0,0,Early Morning (12 AM - 6 AM),Tuesday,No,54.1,Medium,0,Genuine
223,360.83,Travel,Mastercard,3D Secure,Contactless,POS Terminal,No,1-6 Hours,4,1.4,2–5 Years,35,26-35,2256.95,No,No,No,No,0,21.1,Evening (5 PM - 9 PM),Wednesday,No,19.1,Very Low,2,Genuine
224,65.86,Restaurants,Mastercard,OTP,Contactless,Windows PC,Yes,12-24 Hours,2,43.23,2–5 Years,68,61+,1436.61,No,No,Yes,No,1,0,Early Morning (12 AM - 6 AM),Sunday,No,39.1,Low,0,Genuine
225,25.98,Gift Cards,Mastercard,Biometric,Contactless,POS Terminal,No,1-6 Hours,3,7.48,5+ Years,59,46-60,3942.11,No,Yes,No,No,0,20.4,Early Morning (12 AM - 6 AM),Saturday,No,82.1,Very High,1,Genuine
226,1.78,Streaming,Visa,OTP,Contactless,Android Phone,No,6-12 Hours,3,5.17,2–5 Years,24,18-25,1315.03,No,No,No,No,0,2,Evening (5 PM - 9 PM),Thursday,No,22.9,Low,0,Genuine
227,181.74,Travel,Mastercard,PIN,POS,iPhone,No,12-24 Hours,3,3.19,2–5 Years,37,36-45,778.32,No,No,No,No,0,6.1,Early Morning (12 AM - 6 AM),Monday,No,49,Medium,0,Genuine
228,775.94,Travel,Discover,3D Secure,POS,iPhone,No,1-6 Hours,4,1.62,2–5 Years,35,26-35,5192.8,No,No,No,No,0,33.4,Morning (6 AM - 12 PM),Wednesday,No,25.7,Low,0,Genuine
229,52.69,Online Retail,Mastercard,No Authentication,Contactless,Windows PC,No,12-24 Hours,2,27.96,2–5 Years,18,18-25,27628.91,No,No,No,No,0,18.2,Morning (6 AM - 12 PM),Wednesday,No,23.6,Low,1,Genuine
230,457.05,Electronics,RuPay,3D Secure,Contactless,ATM Machine,Yes,1-6 Hours,4,3.09,2–5 Years,40,36-45,6741.7,Yes,Yes,No,No,0,19.2,Evening (5 PM - 9 PM),Sunday,No,54.7,Medium,0,Genuine
231,209.97,Groceries,Visa,Biometric,Online,Windows PC,No,Within 1 Hour,1,147.18,2–5 Years,80,61+,1077.52,No,No,No,No,0,33.3,Evening (5 PM - 9 PM),Saturday,No,15.6,Very Low,2,Genuine
232,210.26,Gaming,Visa,3D Secure,Online,Android Phone,No,1-6 Hours,0,6.52,2–5 Years,49,46-60,4624.71,Yes,No,No,No,0,4.6,Early Morning (12 AM - 6 AM),Sunday,No,49.3,Medium,0,Genuine
233,138.03,Gift Cards,RuPay,PIN,POS,Mac,No,1-6 Hours,2,9.87,2–5 Years,78,61+,5102.57,No,No,No,No,0,22.6,Afternoon (12 PM - 5 PM),Friday,No,50.7,Medium,0,Genuine
234,241.04,Crypto Exchange,Mastercard,3D Secure,ATM,Smart Watch,No,12-24 Hours,3,10.5,2–5 Years,52,46-60,9342.46,No,No,No,No,0,12.6,Early Morning (12 AM - 6 AM),Thursday,No,79.5,High,0,Genuine
